miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-181b-1	hg19:1:198828056-198828078:-	12	3.927176	N	mature,MIMAT0000257
hsa-mir-181b-1	hg19:1:198828057-198828075:-	1	0.327265	N	mature,MIMAT0000257
hsa-mir-181b-1	hg19:1:198828057-198828076:-	4	1.309059	N	mature,MIMAT0000257
hsa-mir-181b-1	hg19:1:198828057-198828077:-	171	55.962255	N	mature,MIMAT0000257
hsa-mir-181b-1	hg19:1:198828057-198828078:-	2	0.654529	N	mature,MIMAT0000257
hsa-mir-181b-1	hg19:1:198828058-198828077:-	48	15.708703	N	mature,MIMAT0000257
hsa-mir-181b-1	hg19:1:198828058-198828078:-	1	0.327265	N	mature,MIMAT0000257
hsa-mir-181b-1	hg19:1:198828059-198828077:-	54	17.672291	N	mature,MIMAT0000257
hsa-mir-181b-1	hg19:1:198828060-198828077:-	1	0.327265	N	mature,MIMAT0000257
hsa-mir-181b-2	hg19:9:127456004-127456029:+	13	4.254440	N	mature,MIMAT0000257
hsa-mir-181b-2	hg19:9:127456005-127456029:+	1	0.327265	N	mature,MIMAT0000257
hsa-mir-181b-2	hg19:9:127456006-127456029:+	1	0.327265	N	mature,MIMAT0000257
hsa-mir-181b-2	hg19:9:127456041-127456062:+	1	0.327265	N	unannotated
hsa-mir-181b-2	hg19:9:127456041-127456063:+	1	0.327265	N	unannotated
hsa-mir-181b-2	hg19:9:127456042-127456061:+	1	0.327265	N	unannotated
hsa-mir-181b-2	hg19:9:127456042-127456062:+	3	0.981794	N	unannotated
hsa-mir-181b-2	hg19:9:127456042-127456063:+	1	0.327265	N	unannotated
hsa-mir-181b-2	hg19:9:127456042-127456064:+	1	0.327265	N	unannotated
hsa-mir-181b-2	hg19:9:127456043-127456062:+	1	0.327265	N	unannotated
hsa-mir-181c	hg19:19:13985539-13985559:+	5	1.636323	N	mature,MIMAT0000258
hsa-mir-181c	hg19:19:13985539-13985560:+	30	9.817939	N	mature,MIMAT0000258
hsa-mir-181c	hg19:19:13985539-13985561:+	28	9.163410	N	mature,MIMAT0000258
hsa-mir-181c	hg19:19:13985539-13985562:+	13	4.254440	N	mature,MIMAT0000258
hsa-mir-181c	hg19:19:13985539-13985563:+	2	0.654529	N	mature,MIMAT0000258
hsa-mir-181c	hg19:19:13985539-13985564:+	1	0.327265	N	mature,MIMAT0000258
hsa-mir-181c	hg19:19:13985541-13985560:+	1	0.327265	N	mature,MIMAT0000258
hsa-mir-181c	hg19:19:13985577-13985598:+	1	0.327265	N	star,MIMAT0004559
hsa-mir-181c	hg19:19:13985577-13985599:+	4	1.309059	N	star,MIMAT0004559
hsa-mir-181c	hg19:19:13985578-13985597:+	5	1.636323	N	star,MIMAT0004559
hsa-mir-181c	hg19:19:13985578-13985598:+	7	2.290853	N	star,MIMAT0004559
hsa-mir-181c	hg19:19:13985578-13985599:+	53	17.345026	N	star,MIMAT0004559
hsa-mir-181c	hg19:19:13985578-13985600:+	76	24.872113	N	star,MIMAT0004559
hsa-mir-181d	hg19:19:13985724-13985745:+	13	4.254440	N	mature,MIMAT0002821
hsa-mir-181d	hg19:19:13985724-13985746:+	26	8.508881	N	mature,MIMAT0002821
hsa-mir-181d	hg19:19:13985724-13985747:+	13	4.254440	N	mature,MIMAT0002821
hsa-mir-181d	hg19:19:13985724-13985748:+	3	0.981794	N	mature,MIMAT0002821
hsa-mir-182	hg19:7:129410247-129410267:-	1	0.327265	N	star,MIMAT0000260
hsa-mir-182	hg19:7:129410279-129410304:-	1	0.327265	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410281-129410311:-	4	1.309059	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410283-129410311:-	1	0.327265	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410284-129410311:-	13	4.254440	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410285-129410304:-	1	0.327265	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410285-129410305:-	2	0.654529	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410285-129410306:-	9	2.945382	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410285-129410310:-	1	0.327265	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410285-129410311:-	213	69.707370	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410286-129410304:-	1	0.327265	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410286-129410305:-	4	1.309059	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410286-129410306:-	20	6.545293	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410286-129410307:-	1	0.327265	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410286-129410310:-	1	0.327265	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410286-129410311:-	621	203.231346	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410287-129410304:-	1	0.327265	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410287-129410305:-	16	5.236234	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410287-129410306:-	141	46.144315	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410287-129410307:-	1	0.327265	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410287-129410308:-	2	0.654529	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410287-129410309:-	1	0.327265	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410287-129410310:-	4	1.309059	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410287-129410311:-	4499	1472.363646	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410288-129410306:-	6	1.963588	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410288-129410309:-	1	0.327265	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410288-129410310:-	3	0.981794	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410288-129410311:-	2872	939.904066	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410289-129410305:-	1	0.327265	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410289-129410306:-	14	4.581705	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410289-129410307:-	2	0.654529	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410289-129410309:-	1	0.327265	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410289-129410310:-	9	2.945382	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410289-129410311:-	10774	3525.949305	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410289-129410312:-	1	0.327265	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410290-129410306:-	1	0.327265	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410290-129410310:-	1	0.327265	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410290-129410311:-	2857	934.995096	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410291-129410310:-	2	0.654529	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410291-129410311:-	2836	928.122538	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410292-129410311:-	389	127.305948	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410293-129410311:-	91	29.781083	N	mature,MIMAT0000259
hsa-mir-182	hg19:7:129410294-129410311:-	4	1.309059	N	mature,MIMAT0000259
hsa-mir-183	hg19:7:129414768-129414789:-	1	0.327265	N	star,MIMAT0004560
hsa-mir-183	hg19:7:129414769-129414789:-	2	0.654529	N	star,MIMAT0004560
hsa-mir-183	hg19:7:129414770-129414789:-	1	0.327265	N	star,MIMAT0004560
hsa-mir-183	hg19:7:129414799-129414829:-	1	0.327265	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414801-129414829:-	2	0.654529	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414802-129414829:-	2	0.654529	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414803-129414829:-	2	0.654529	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414804-129414829:-	6	1.963588	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414805-129414824:-	3	0.981794	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414805-129414825:-	1	0.327265	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414805-129414827:-	6	1.963588	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414805-129414828:-	550	179.995556	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414805-129414829:-	213	69.707370	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414806-129414824:-	12	3.927176	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414806-129414826:-	2	0.654529	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414806-129414827:-	30	9.817939	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414806-129414828:-	5506	1801.919145	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414806-129414829:-	3486	1140.844559	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414806-129414830:-	1	0.327265	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414807-129414824:-	21	6.872558	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414807-129414827:-	17	5.563499	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414807-129414828:-	2168	709.509754	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414807-129414829:-	5324	1742.356980	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414807-129414830:-	6	1.963588	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414807-129414831:-	5	1.636323	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414808-129414828:-	250	81.816162	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414808-129414829:-	1120	366.536404	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414808-129414830:-	4	1.309059	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414808-129414831:-	20	6.545293	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414809-129414828:-	173	56.616784	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414809-129414829:-	1396	456.861447	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414809-129414830:-	3	0.981794	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414809-129414831:-	29	9.490675	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414810-129414828:-	25	8.181616	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414810-129414829:-	263	86.070602	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414810-129414830:-	3	0.981794	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414810-129414831:-	9	2.945382	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414811-129414828:-	4	1.309059	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414811-129414829:-	27	8.836145	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414812-129414829:-	3	0.981794	N	mature,MIMAT0000261
hsa-mir-183	hg19:7:129414813-129414829:-	3	0.981794	N	mature,MIMAT0000261
hsa-mir-184	hg19:15:79502122-79502141:+	1	0.327265	N	unannotated
hsa-mir-184	hg19:15:79502182-79502202:+	1	0.327265	N	mature,MIMAT0000454
hsa-mir-184	hg19:15:79502182-79502203:+	1	0.327265	N	mature,MIMAT0000454
hsa-mir-184	hg19:15:79502182-79502204:+	1	0.327265	N	mature,MIMAT0000454
hsa-mir-185	hg19:22:20020676-20020694:+	2	0.654529	N	mature,MIMAT0000455
hsa-mir-185	hg19:22:20020676-20020695:+	7	2.290853	N	mature,MIMAT0000455
hsa-mir-185	hg19:22:20020676-20020696:+	19	6.218028	N	mature,MIMAT0000455
hsa-mir-185	hg19:22:20020676-20020697:+	165	53.998667	N	mature,MIMAT0000455
hsa-mir-185	hg19:22:20020676-20020698:+	716	234.321487	N	mature,MIMAT0000455
hsa-mir-185	hg19:22:20020676-20020699:+	2	0.654529	N	mature,MIMAT0000455
hsa-mir-185	hg19:22:20020680-20020698:+	2	0.654529	N	mature,MIMAT0000455
hsa-mir-185	hg19:22:20020710-20020730:+	2	0.654529	N	star,MIMAT0004611
hsa-mir-185	hg19:22:20020710-20020731:+	1	0.327265	N	star,MIMAT0004611
hsa-mir-185	hg19:22:20020711-20020730:+	1	0.327265	N	star,MIMAT0004611
hsa-mir-185	hg19:22:20020711-20020731:+	60	19.635879	N	star,MIMAT0004611
hsa-mir-185	hg19:22:20020711-20020732:+	6	1.963588	N	star,MIMAT0004611
hsa-mir-186	hg19:1:71533323-71533345:-	1	0.327265	N	star,MIMAT0004612
hsa-mir-186	hg19:1:71533362-71533386:-	15	4.908970	N	mature,MIMAT0000456
hsa-mir-186	hg19:1:71533363-71533384:-	1	0.327265	N	mature,MIMAT0000456
hsa-mir-186	hg19:1:71533363-71533385:-	3	0.981794	N	mature,MIMAT0000456
hsa-mir-186	hg19:1:71533363-71533386:-	157	51.380550	N	mature,MIMAT0000456
hsa-mir-186	hg19:1:71533364-71533385:-	6	1.963588	N	mature,MIMAT0000456
hsa-mir-186	hg19:1:71533364-71533386:-	368	120.433390	N	mature,MIMAT0000456
hsa-mir-186	hg19:1:71533365-71533385:-	2	0.654529	N	mature,MIMAT0000456
hsa-mir-186	hg19:1:71533365-71533386:-	147	48.107903	N	mature,MIMAT0000456
hsa-mir-186	hg19:1:71533366-71533386:-	104	34.035523	N	mature,MIMAT0000456
hsa-mir-186	hg19:1:71533367-71533386:-	3	0.981794	N	mature,MIMAT0000456
hsa-mir-186	hg19:1:71533368-71533386:-	1	0.327265	N	mature,MIMAT0000456
hsa-mir-187	hg19:18:33484797-33484820:-	8	2.618117	N	mature,MIMAT0000262
hsa-mir-187	hg19:18:33484798-33484820:-	114	37.308170	N	mature,MIMAT0000262
hsa-mir-187	hg19:18:33484798-33484821:-	1	0.327265	N	mature,MIMAT0000262
hsa-mir-187	hg19:18:33484799-33484820:-	21	6.872558	N	mature,MIMAT0000262
hsa-mir-187	hg19:18:33484799-33484821:-	1	0.327265	N	mature,MIMAT0000262
hsa-mir-187	hg19:18:33484800-33484820:-	2	0.654529	N	mature,MIMAT0000262
hsa-mir-187	hg19:18:33484802-33484821:-	1	0.327265	N	mature,MIMAT0000262
hsa-mir-187	hg19:18:33484804-33484820:-	1	0.327265	N	mature,MIMAT0000262
hsa-mir-187	hg19:18:33484833-33484855:-	1	0.327265	N	star,MIMAT0004561
hsa-mir-188	hg19:X:49768123-49768142:+	3	0.981794	N	mature,MIMAT0000457
hsa-mir-188	hg19:X:49768123-49768143:+	2	0.654529	N	mature,MIMAT0000457
hsa-mir-188	hg19:X:49768123-49768145:+	2	0.654529	N	mature,MIMAT0000457
hsa-mir-18a	hg19:13:92003010-92003029:+	6	1.963588	Y	mature,MIMAT0000072
hsa-mir-18a	hg19:13:92003010-92003030:+	45	14.726909	N	mature,MIMAT0000072
hsa-mir-18a	hg19:13:92003010-92003031:+	12	3.927176	N	mature,MIMAT0000072
hsa-mir-18a	hg19:13:92003010-92003032:+	7	2.290853	N	mature,MIMAT0000072
hsa-mir-18a	hg19:13:92003010-92003033:+	9	2.945382	N	mature,MIMAT0000072
hsa-mir-18a	hg19:13:92003010-92003034:+	1	0.327265	N	mature,MIMAT0000072
hsa-mir-18a	hg19:13:92003011-92003033:+	2	0.654529	N	mature,MIMAT0000072
hsa-mir-18a	hg19:13:92003051-92003070:+	1	0.327265	N	star,MIMAT0002891
hsa-mir-18a	hg19:13:92003051-92003071:+	2	0.654529	N	star,MIMAT0002891
hsa-mir-18a	hg19:13:92003051-92003072:+	3	0.981794	N	star,MIMAT0002891
hsa-mir-18a	hg19:13:92003051-92003073:+	2	0.654529	N	star,MIMAT0002891
hsa-mir-18b	hg19:X:133304115-133304137:-	1	0.327265	N	mature,MIMAT0001412
hsa-mir-18b	hg19:X:133304116-133304137:-	2	0.654529	N	mature,MIMAT0001412
hsa-mir-18b	hg19:X:133304117-133304137:-	1	0.327265	N	mature,MIMAT0001412
hsa-mir-18b	hg19:X:133304118-133304137:-	6	1.963588	Y	mature,MIMAT0001412
hsa-mir-190	hg19:15:63116151-63116170:+	3	0.981794	N	precursor
hsa-mir-190	hg19:15:63116170-63116190:+	4	1.309059	N	mature,MIMAT0000458
hsa-mir-190	hg19:15:63116170-63116191:+	73	23.890319	N	mature,MIMAT0000458
hsa-mir-190	hg19:15:63116170-63116192:+	5	1.636323	N	mature,MIMAT0000458
hsa-mir-190	hg19:15:63116170-63116194:+	1	0.327265	N	mature,MIMAT0000458
hsa-mir-1908	hg19:11:61582644-61582665:-	1	0.327265	N	unannotated
hsa-mir-190b	hg19:1:154166188-154166210:-	1	0.327265	N	mature,MIMAT0004929
hsa-mir-191	hg19:3:49058064-49058085:-	3	0.981794	N	star,MIMAT0001618
hsa-mir-191	hg19:3:49058065-49058085:-	1	0.327265	N	star,MIMAT0001618
hsa-mir-191	hg19:3:49058066-49058085:-	2	0.654529	N	star,MIMAT0001618
hsa-mir-191	hg19:3:49058104-49058127:-	1	0.327265	N	mature,MIMAT0000440
hsa-mir-191	hg19:3:49058104-49058128:-	28	9.163410	N	mature,MIMAT0000440
hsa-mir-191	hg19:3:49058105-49058127:-	9	2.945382	N	mature,MIMAT0000440
hsa-mir-191	hg19:3:49058105-49058128:-	248	81.161632	N	mature,MIMAT0000440
hsa-mir-191	hg19:3:49058106-49058125:-	3	0.981794	N	mature,MIMAT0000440
hsa-mir-191	hg19:3:49058106-49058127:-	9	2.945382	N	mature,MIMAT0000440
hsa-mir-191	hg19:3:49058106-49058128:-	460	150.541738	N	mature,MIMAT0000440
hsa-mir-191	hg19:3:49058107-49058127:-	1	0.327265	N	mature,MIMAT0000440
hsa-mir-191	hg19:3:49058107-49058128:-	120	39.271758	N	mature,MIMAT0000440
hsa-mir-191	hg19:3:49058108-49058127:-	2	0.654529	N	mature,MIMAT0000440
hsa-mir-191	hg19:3:49058108-49058128:-	124	40.580816	N	mature,MIMAT0000440
hsa-mir-191	hg19:3:49058109-49058128:-	21	6.872558	N	mature,MIMAT0000440
hsa-mir-191	hg19:3:49058110-49058128:-	19	6.218028	N	mature,MIMAT0000440
hsa-mir-1910	hg19:16:85775237-85775257:-	2	0.654529	N	unannotated
hsa-mir-1910	hg19:16:85775273-85775296:-	3	0.981794	N	mature,MIMAT0007884
hsa-mir-1910	hg19:16:85775275-85775296:-	1	0.327265	N	mature,MIMAT0007884
hsa-mir-1910	hg19:16:85775276-85775296:-	2	0.654529	N	mature,MIMAT0007884
hsa-mir-1911	hg19:X:113997755-113997776:+	1	0.327265	N	mature,MIMAT0007885
hsa-mir-1911	hg19:X:113997755-113997777:+	2	0.654529	N	mature,MIMAT0007885
hsa-mir-1911	hg19:X:113997755-113997778:+	1	0.327265	N	mature,MIMAT0007885
hsa-mir-1912	hg19:X:113886064-113886085:+	1	0.327265	N	mature,MIMAT0007887
hsa-mir-192	hg19:11:64658632-64658653:-	3	0.981794	N	star,MIMAT0004543
hsa-mir-192	hg19:11:64658634-64658653:-	1	0.327265	N	star,MIMAT0004543
hsa-mir-192	hg19:11:64658672-64658695:-	6	1.963588	N	mature,MIMAT0000222
hsa-mir-192	hg19:11:64658672-64658696:-	1	0.327265	N	mature,MIMAT0000222
hsa-mir-192	hg19:11:64658673-64658692:-	1	0.327265	N	mature,MIMAT0000222
hsa-mir-192	hg19:11:64658673-64658695:-	319	104.397422	N	mature,MIMAT0000222
hsa-mir-192	hg19:11:64658673-64658696:-	4	1.309059	N	mature,MIMAT0000222
hsa-mir-192	hg19:11:64658674-64658695:-	20	6.545293	N	mature,MIMAT0000222
hsa-mir-192	hg19:11:64658674-64658696:-	34	11.126998	N	mature,MIMAT0000222
hsa-mir-192	hg19:11:64658675-64658695:-	80	26.181172	N	mature,MIMAT0000222
hsa-mir-192	hg19:11:64658675-64658696:-	462	151.196267	N	mature,MIMAT0000222
hsa-mir-192	hg19:11:64658676-64658695:-	9	2.945382	N	mature,MIMAT0000222
hsa-mir-192	hg19:11:64658676-64658696:-	162	53.016873	N	mature,MIMAT0000222
hsa-mir-192	hg19:11:64658676-64658697:-	1	0.327265	N	mature,MIMAT0000222
hsa-mir-192	hg19:11:64658677-64658695:-	25	8.181616	Y	mature,MIMAT0000222
hsa-mir-192	hg19:11:64658677-64658696:-	61	19.963143	N	mature,MIMAT0000222
hsa-mir-192	hg19:11:64658677-64658697:-	1	0.327265	N	mature,MIMAT0000222
hsa-mir-192	hg19:11:64658678-64658696:-	2	0.654529	N	mature,MIMAT0000222
hsa-mir-192	hg19:11:64658679-64658696:-	2	0.654529	N	mature,MIMAT0000222
hsa-mir-193a	hg19:17:29887010-29887035:+	1	0.327265	N	precursor
hsa-mir-193a	hg19:17:29887035-29887053:+	3	0.981794	N	mature,MIMAT0004614
hsa-mir-193a	hg19:17:29887035-29887054:+	42	13.745115	N	mature,MIMAT0004614
hsa-mir-193a	hg19:17:29887035-29887055:+	15	4.908970	N	mature,MIMAT0004614
hsa-mir-193a	hg19:17:29887035-29887056:+	163	53.344137	N	mature,MIMAT0004614
hsa-mir-193a	hg19:17:29887035-29887057:+	511	167.232235	N	mature,MIMAT0004614
hsa-mir-193a	hg19:17:29887035-29887058:+	1	0.327265	N	mature,MIMAT0004614
hsa-mir-193a	hg19:17:29887069-29887087:+	2	0.654529	N	mature,MIMAT0000459
hsa-mir-193a	hg19:17:29887069-29887088:+	2	0.654529	N	mature,MIMAT0000459
hsa-mir-193a	hg19:17:29887069-29887089:+	1	0.327265	N	mature,MIMAT0000459
hsa-mir-193a	hg19:17:29887069-29887090:+	7	2.290853	N	mature,MIMAT0000459
hsa-mir-193a	hg19:17:29887069-29887091:+	19	6.218028	N	mature,MIMAT0000459
hsa-mir-193a	hg19:17:29887070-29887091:+	2	0.654529	N	mature,MIMAT0000459
hsa-mir-193b	hg19:16:14397816-14397837:+	1	0.327265	N	precursor
hsa-mir-193b	hg19:16:14397819-14397837:+	2	0.654529	N	precursor
hsa-mir-193b	hg19:16:14397836-14397856:+	1	0.327265	N	star,MIMAT0004767
hsa-mir-193b	hg19:16:14397836-14397857:+	1	0.327265	N	star,MIMAT0004767
hsa-mir-193b	hg19:16:14397836-14397858:+	1	0.327265	N	star,MIMAT0004767
hsa-mir-193b	hg19:16:14397837-14397855:+	1	0.327265	N	star,MIMAT0004767
hsa-mir-193b	hg19:16:14397837-14397856:+	3	0.981794	N	star,MIMAT0004767
hsa-mir-193b	hg19:16:14397837-14397857:+	2	0.654529	N	star,MIMAT0004767
hsa-mir-193b	hg19:16:14397837-14397858:+	15	4.908970	N	star,MIMAT0004767
hsa-mir-193b	hg19:16:14397837-14397859:+	35	11.454263	N	star,MIMAT0004767
hsa-mir-193b	hg19:16:14397872-14397895:+	1	0.327265	N	mature,MIMAT0002819
hsa-mir-193b	hg19:16:14397874-14397892:+	2	0.654529	N	mature,MIMAT0002819
hsa-mir-193b	hg19:16:14397874-14397893:+	5	1.636323	N	mature,MIMAT0002819
hsa-mir-193b	hg19:16:14397874-14397894:+	54	17.672291	N	mature,MIMAT0002819
hsa-mir-193b	hg19:16:14397874-14397895:+	230	75.270869	N	mature,MIMAT0002819
hsa-mir-193b	hg19:16:14397874-14397896:+	910	297.810829	N	mature,MIMAT0002819
hsa-mir-193b	hg19:16:14397874-14397897:+	31	10.145204	N	mature,MIMAT0002819
hsa-mir-193b	hg19:16:14397874-14397898:+	5	1.636323	N	mature,MIMAT0002819
hsa-mir-193b	hg19:16:14397874-14397899:+	1	0.327265	N	mature,MIMAT0002819
hsa-mir-193b	hg19:16:14397875-14397895:+	7	2.290853	N	mature,MIMAT0002819
hsa-mir-193b	hg19:16:14397875-14397896:+	19	6.218028	N	mature,MIMAT0002819
hsa-mir-193b	hg19:16:14397875-14397897:+	4	1.309059	N	mature,MIMAT0002819
hsa-mir-193b	hg19:16:14397876-14397895:+	1	0.327265	N	mature,MIMAT0002819
hsa-mir-193b	hg19:16:14397876-14397896:+	13	4.254440	N	mature,MIMAT0002819
hsa-mir-193b	hg19:16:14397876-14397897:+	1	0.327265	N	mature,MIMAT0002819
hsa-mir-193b	hg19:16:14397896-14397916:+	1	0.327265	N	precursor
hsa-mir-193b	hg19:16:14397896-14397917:+	2	0.654529	N	precursor
hsa-mir-194-1	hg19:1:220291548-220291570:-	358	117.160744	N	mature,MIMAT0000460
hsa-mir-194-1	hg19:1:220291549-220291570:-	156	51.053285	N	mature,MIMAT0000460
hsa-mir-194-1	hg19:1:220291550-220291570:-	6	1.963588	N	mature,MIMAT0000460
hsa-mir-194-2	hg19:11:64658839-64658861:-	1	0.327265	N	star,MIMAT0004671
hsa-mir-194-2	hg19:11:64658840-64658862:-	3	0.981794	N	star,MIMAT0004671
hsa-mir-194-2	hg19:11:64658875-64658898:-	25	8.181616	N	mature,MIMAT0000460
hsa-mir-194-2	hg19:11:64658876-64658898:-	392	128.287742	N	mature,MIMAT0000460
hsa-mir-194-2	hg19:11:64658876-64658899:-	2	0.654529	N	mature,MIMAT0000460
hsa-mir-194-2	hg19:11:64658877-64658897:-	1	0.327265	N	mature,MIMAT0000460
hsa-mir-194-2	hg19:11:64658877-64658898:-	159	52.035079	N	mature,MIMAT0000460
hsa-mir-194-2	hg19:11:64658878-64658898:-	2	0.654529	N	mature,MIMAT0000460
hsa-mir-195	hg19:17:6920946-6920969:-	1	0.327265	N	star,MIMAT0004615
hsa-mir-195	hg19:17:6920947-6920969:-	1	0.327265	N	star,MIMAT0004615
hsa-mir-195	hg19:17:6920948-6920969:-	1	0.327265	N	star,MIMAT0004615
hsa-mir-195	hg19:17:6920985-6921007:-	7	2.290853	N	mature,MIMAT0000461
hsa-mir-195	hg19:17:6920986-6921007:-	3	0.981794	N	mature,MIMAT0000461
hsa-mir-195	hg19:17:6920987-6921007:-	13	4.254440	N	mature,MIMAT0000461
hsa-mir-195	hg19:17:6920988-6921007:-	2	0.654529	N	mature,MIMAT0000461
hsa-mir-196a-1	hg19:17:46709856-46709878:-	1	0.327265	N	unannotated
hsa-mir-196a-1	hg19:17:46709857-46709878:-	2	0.654529	N	unannotated
hsa-mir-196a-1	hg19:17:46709894-46709915:-	4	1.309059	N	mature,MIMAT0000226
hsa-mir-196a-1	hg19:17:46709894-46709916:-	125	40.908081	N	mature,MIMAT0000226
hsa-mir-196a-1	hg19:17:46709895-46709915:-	12	3.927176	N	mature,MIMAT0000226
hsa-mir-196a-1	hg19:17:46709895-46709916:-	589	192.758877	N	mature,MIMAT0000226
hsa-mir-196a-1	hg19:17:46709896-46709916:-	34	11.126998	N	mature,MIMAT0000226
hsa-mir-196a-1	hg19:17:46709915-46709937:-	1	0.327265	N	precursor
hsa-mir-196a-1	hg19:17:46709916-46709937:-	2	0.654529	N	precursor
hsa-mir-196a-2	hg19:12:54385525-54385544:+	2	0.654529	N	precursor
hsa-mir-196a-2	hg19:12:54385546-54385569:+	13	4.254440	N	mature,MIMAT0000226
hsa-mir-196a-2	hg19:12:54385547-54385569:+	1	0.327265	N	mature,MIMAT0000226
hsa-mir-196b	hg19:7:27209146-27209169:-	3	0.981794	N	mature,MIMAT0001080
hsa-mir-196b	hg19:7:27209147-27209168:-	1	0.327265	N	mature,MIMAT0001080
hsa-mir-196b	hg19:7:27209147-27209169:-	74	24.217584	N	mature,MIMAT0001080
hsa-mir-196b	hg19:7:27209148-27209168:-	4	1.309059	N	mature,MIMAT0001080
hsa-mir-196b	hg19:7:27209148-27209169:-	455	148.905414	N	mature,MIMAT0001080
hsa-mir-196b	hg19:7:27209149-27209169:-	24	7.854352	N	mature,MIMAT0001080
hsa-mir-196b	hg19:7:27209169-27209188:-	1	0.327265	N	precursor
hsa-mir-196b	hg19:7:27209169-27209191:-	1	0.327265	N	precursor
